"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","wheelchair_accessible","bikes_allowed"
"5_405","19040503003005","19040503003005","EN TRANSITO","1","5_40503","0",""
"5_405","19040507002005","19040507002005","EN TRANSITO","0","5_40507","0",""
"13_3705","19037017001013","19037017001013","EN TRANSITO","0","13_37017","0",""
"15_123","19123134002015","19123134002015","Peycar SN","0","15_123134","0",""
"4_371","19071902012004","19071902012004","EN TRANSITO","0","4_71902","0",""
"5_404","19040414004005","19040414004005","EN TRANSITO","0","5_40414","0",""
"15_123","19123049002015","19123049002015","Peycar SN","0","15_123049","0",""
"15_123","19123097002015","19123097002015","La Granja Villa NS","1","15_123097","0",""
"4_370","19070904014004","19070904014004","EN TRANSITO","0","4_70904","0",""
"13_3705","19037013002013","19037013002013","EN TRANSITO","1","13_37013","0",""
"15_123","19123182002015","19123182002015","Peycar SN","0","15_123182","0",""
"5_404","19040418003005","19040418003005","EN TRANSITO","1","5_40418","0",""
"5_5409","19540902004005","19540902004005","EN TRANSITO","0","5_540902","0",""
"4_371","19071502027004","19071502027004","EN TRANSITO","1","4_71502","0",""
"5_406","19040604011005","19040604011005","EN TRANSITO","1","5_40604","0",""
"5_404","19040410005005","19040410005005","EN TRANSITO","1","5_40410","0",""
"13_3705","19037036004013","19037036004013","EN TRANSITO","1","13_37036","0",""
"5_406","19040607012005","19040607012005","EN TRANSITO","0","5_40607","0",""
"4_371","19071501010004","19071501010004","EN TRANSITO","0","4_71501","0",""
"4_357","19005008002004","19005008002004","EN TRANSITO","0","4_5008","0",""
"13_3705","19037032005013","19037032005013","EN TRANSITO","0","13_37032","0",""
"15_123","19123274002015","19123274002015","Peycar SN","0","15_123274","0",""
"13_3705","19037039005013","19037039005013","EN TRANSITO","0","13_37039","0",""
"4_301","19005001002004","19005001002004","EN TRANSITO","0","4_5001","0",""
"5_412","19041211002005","19041211002005","EN TRANSITO","0","5_41211","0",""
"5_404","19040407010005","19040407010005","EN TRANSITO","0","5_40407","0",""
"5_412","19041208008005","19041208008005","EN TRANSITO","0","5_41208","0",""
"9_355","19000001057009","19000001057009","EN TRANSITO","0","9_1","0",""
"9_355","19000001075009","19000001075009","EN TRANSITO","0","9_1","0",""
"5_5409","19540903002005","19540903002005","EN TRANSITO","0","5_540903","0",""
"5_404","19040419001005","19040419001005","EN TRANSITO","1","5_40419","0",""
"4_370","19070901013004","19070901013004","EN TRANSITO","1","4_70901","0",""
"4_371","19071901014004","19071901014004","EN TRANSITO","0","4_71901","0",""
"4_305","19050172009004","19050172009004","EN TRANSITO","1","4_50172","0",""
"5_412","19041209006005","19041209006005","EN TRANSITO","0","5_41209","0",""
"5_404","19040411003005","19040411003005","EN TRANSITO","1","5_40411","0",""
"4_301","19010262001004","19010262001004","EN TRANSITO","1","4_10262","0",""
"4_301","19001035006004","19001035006004","EN TRANSITO","0","4_1035","0",""
"13_3705","19037031007013","19037031007013","EN TRANSITO","1","13_37031","0",""
"4_305","19001061002004","19001061002004","EN TRANSITO","0","4_1061","0",""
"5_412","19041201008005","19041201008005","EN TRANSITO","0","5_41201","0",""
"5_5409","19540901006005","19540901006005","EN TRANSITO","0","5_540901","0",""
"4_371","19071501029004","19071501029004","EN TRANSITO","1","4_71501","0",""
"5_412","19041206005005","19041206005005","EN TRANSITO","1","5_41206","0",""
"15_123","19123090002015","19123090002015","Peycar SN","0","15_123090","0",""
"13_3705","19037016003013","19037016003013","EN TRANSITO","1","13_37016","0",""
"5_405","19040504001005","19040504001005","EN TRANSITO","1","5_40504","0",""
"5_405","19040506004005","19040506004005","EN TRANSITO","0","5_40506","0",""
"5_405","19040502005005","19040502005005","EN TRANSITO","1","5_40502","0",""
"4_371","19071902030004","19071902030004","EN TRANSITO","0","4_71902","0",""
"4_301","19005007004004","19005007004004","EN TRANSITO","0","4_5007","0",""
"4_305","19001029010004","19001029010004","EN TRANSITO","0","4_1029","0",""
"15_123","19123073002015","19123073002015","La Granja Villa NS","1","15_123073","0",""
"13_3705","19037038007013","19037038007013","EN TRANSITO","1","13_37038","0",""
"9_355","19000001100009","19000001100009","EN TRANSITO","1","9_1","0",""
"5_412","19041202006005","19041202006005","EN TRANSITO","0","5_41202","0",""
"4_301","19001048001004","19001048001004","EN TRANSITO","1","4_1048","0",""
"9_355","19000001027009","19000001027009","EN TRANSITO","0","9_1","0",""
"5_412","19041204009005","19041204009005","EN TRANSITO","1","5_41204","0",""
"5_412","19041214003005","19041214003005","EN TRANSITO","1","5_41214","0",""
"9_355","19000002025009","19000002025009","EN TRANSITO","0","9_2","0",""
"4_357","19010261003004","19010261003004","EN TRANSITO","1","4_10261","0",""
"5_412","19041215001005","19041215001005","EN TRANSITO","1","5_41215","0",""
"4_357","19005005001004","19005005001004","EN TRANSITO","1","4_5005","0",""
"9_355","19000002073009","19000002073009","EN TRANSITO","0","9_2","0",""
"5_405","19040505006005","19040505006005","EN TRANSITO","0","5_40505","0",""
"4_301","19005004003004","19005004003004","EN TRANSITO","1","4_5004","0",""
"5_406","19040608010005","19040608010005","EN TRANSITO","0","5_40608","0",""
"15_123","19123042002015","19123042002015","La Granja Villa NS","1","15_123042","0",""
"13_3705","19037033003013","19037033003013","EN TRANSITO","0","13_37033","0",""
"13_3705","19037052006013","19037052006013","EN TRANSITO","0","13_37052","0",""
"13_3705","19037007007013","19037007007013","EN TRANSITO","0","13_37007","0",""
"5_412","19041205007005","19041205007005","EN TRANSITO","1","5_41205","0",""
"13_3705","19037035006013","19037035006013","EN TRANSITO","0","13_37035","0",""
"5_412","19041203004005","19041203004005","EN TRANSITO","0","5_41203","0",""
"15_123","19123025002015","19123025002015","Peycar SN","0","15_123025","0",""
"4_305","19001014007004","19001014007004","EN TRANSITO","1","4_1014","0",""
"4_371","19071902042004","19071902042004","EN TRANSITO","0","4_71902","0",""
"13_3705","19037048001013","19037048001013","EN TRANSITO","1","13_37048","0",""
"4_305","19005006006004","19005006006004","EN TRANSITO","0","4_5006","0",""
"4_301","19010432001004","19010432001004","EN TRANSITO","1","4_10432","0",""
"15_123","19123250002015","19123250002015","Peycar SN","0","15_123250","0",""
"15_123","19123151002015","19123151002015","La Granja Villa NS","1","15_123151","0",""
"13_3705","19037044002013","19037044002013","EN TRANSITO","1","13_37044","0",""
"15_123","19123066002015","19123066002015","Peycar SN","0","15_123066","0",""
"13_3705","19037027008013","19037027008013","EN TRANSITO","1","13_37027","0",""
"4_357","19050171004004","19050171004004","EN TRANSITO","0","4_50171","0",""
"5_404","19040412008005","19040412008005","EN TRANSITO","0","5_40412","0",""
"13_3705","19037019004013","19037019004013","EN TRANSITO","1","13_37019","0",""
"9_355","19000001045009","19000001045009","EN TRANSITO","0","9_1","0",""
"13_3705","19037015005013","19037015005013","EN TRANSITO","0","13_37015","0",""
"5_412","19041213005005","19041213005005","EN TRANSITO","1","5_41213","0",""
"5_405","19040509005005","19040509005005","EN TRANSITO","1","5_40509","0",""
"4_370","19070501016004","19070501016004","EN TRANSITO","0","4_70501","0",""
"5_412","19041203010005","19041203010005","EN TRANSITO","0","5_41203","0",""
"5_412","19041217004005","19041217004005","EN TRANSITO","0","5_41217","0",""
"4_357","19009010001004","19009010001004","EN TRANSITO","1","4_9010","0",""
"5_412","19041206011005","19041206011005","EN TRANSITO","1","5_41206","0",""
"5_404","19040402007005","19040402007005","EN TRANSITO","1","5_40402","0",""
"4_371","19071901032004","19071901032004","EN TRANSITO","0","4_71901","0",""
"5_404","19040415009005","19040415009005","EN TRANSITO","1","5_40415","0",""
"9_355","19000001087009","19000001087009","EN TRANSITO","0","9_1","0",""
"5_412","19041210004005","19041210004005","EN TRANSITO","0","5_41210","0",""
"4_301","19010212005004","19010212005004","EN TRANSITO","1","4_10212","0",""
"9_355","19000001093009","19000001093009","EN TRANSITO","0","9_1","0",""
"4_357","19005003005004","19005003005004","EN TRANSITO","1","4_5003","0",""
"4_371","19071501022004","19071501022004","EN TRANSITO","0","4_71501","0",""
"5_406","19040602009005","19040602009005","EN TRANSITO","1","5_40602","0",""
"9_355","19000001039009","19000001039009","EN TRANSITO","0","9_1","0",""
"13_3705","19037041001013","19037041001013","EN TRANSITO","0","13_37041","0",""
"4_371","19071902024004","19071902024004","EN TRANSITO","0","4_71902","0",""
"4_301","19001020002004","19001020002004","EN TRANSITO","0","4_1020","0",""
"15_123","19123117002015","19123117002015","Peycar SN","0","15_123117","0",""
"15_123","19123158002015","19123158002015","Peycar SN","0","15_123158","0",""
"4_370","19070503006004","19070503006004","EN TRANSITO","0","4_70503","0",""
"4_371","19071501040004","19071501040004","EN TRANSITO","0","4_71501","0",""
"5_412","19041207003005","19041207003005","EN TRANSITO","1","5_41207","0",""
"4_301","19001033003004","19001033003004","EN TRANSITO","1","4_1033","0",""
"4_301","19005012001004","19005012001004","EN TRANSITO","1","4_5012","0",""
"13_3705","19037009003013","19037009003013","EN TRANSITO","0","13_37009","0",""
"4_371","19071502045004","19071502045004","EN TRANSITO","1","4_71502","0",""
"4_371","19071901008004","19071901008004","EN TRANSITO","0","4_71901","0",""
"5_404","19040417005005","19040417005005","EN TRANSITO","1","5_40417","0",""
"15_123","19123209002015","19123209002015","La Granja Villa NS","1","15_123209","0",""
"13_3705","19037012004013","19037012004013","EN TRANSITO","0","13_37012","0",""
"9_355","19000002055009","19000002055009","EN TRANSITO","0","9_2","0",""
"5_406","19040602015005","19040602015005","EN TRANSITO","1","5_40602","0",""
"5_406","19040603001005","19040603001005","EN TRANSITO","1","5_40603","0",""
"4_305","19001034008004","19001034008004","EN TRANSITO","0","4_1034","0",""
"4_305","19001030002004","19001030002004","EN TRANSITO","0","4_1030","0",""
"4_370","19070503012004","19070503012004","EN TRANSITO","0","4_70503","0",""
"9_355","19000001002009","19000001002009","EN TRANSITO","1","9_1","0",""
"5_404","19040408009005","19040408009005","EN TRANSITO","1","5_40408","0",""
"4_301","19001040003004","19001040003004","EN TRANSITO","1","4_1040","0",""
"5_404","19040405008005","19040405008005","EN TRANSITO","0","5_40405","0",""
"15_123","19123243002015","19123243002015","La Granja Villa NS","1","15_123243","0",""
"4_301","19009013002004","19009013002004","EN TRANSITO","0","4_9013","0",""
"4_370","19070903004004","19070903004004","EN TRANSITO","0","4_70903","0",""
"15_123","19123226002015","19123226002015","Peycar SN","0","15_123226","0",""
"4_301","19001023003004","19001023003004","EN TRANSITO","1","4_1023","0",""
"4_301","19010442002004","19010442002004","EN TRANSITO","0","4_10442","0",""
"9_355","19000001050009","19000001050009","EN TRANSITO","1","9_1","0",""
"15_123","19123141002015","19123141002015","Peycar SN","0","15_123141","0",""
"5_404","19040422008005","19040422008005","EN TRANSITO","0","5_40422","0",""
"9_355","19000002007009","19000002007009","EN TRANSITO","0","9_2","0",""
"5_404","19040426001005","19040426001005","EN TRANSITO","1","5_40426","0",""
"4_357","19050171010004","19050171010004","EN TRANSITO","0","4_50171","0",""
"5_406","19040601010005","19040601010005","EN TRANSITO","0","5_40601","0",""
"9_355","19000001081009","19000001081009","EN TRANSITO","0","9_1","0",""
"4_301","19001050003004","19001050003004","EN TRANSITO","1","4_1050","0",""
"4_305","19001041008004","19001041008004","EN TRANSITO","0","4_1041","0",""
"9_355","19000002067009","19000002067009","EN TRANSITO","0","9_2","0",""
"4_371","19071902037004","19071902037004","EN TRANSITO","1","4_71902","0",""
"15_123","19123148002015","19123148002015","Peycar SN","0","15_123148","0",""
"15_123","19123281002015","19123281002015","La Granja Villa NS","1","15_123281","0",""
"15_123","19123035002015","19123035002015","Peycar SN","0","15_123035","0",""
"5_5409","19540902010005","19540902010005","EN TRANSITO","0","5_540902","0",""
"5_406","19040608004005","19040608004005","EN TRANSITO","0","5_40608","0",""
"5_404","19040402001005","19040402001005","EN TRANSITO","1","5_40402","0",""
"9_355","19000002105009","19000002105009","EN TRANSITO","0","9_2","0",""
"5_404","19040404003005","19040404003005","EN TRANSITO","1","5_40404","0",""
"13_3705","19037029004013","19037029004013","EN TRANSITO","1","13_37029","0",""
"4_370","19070504004004","19070504004004","EN TRANSITO","0","4_70504","0",""
"4_370","19070502002004","19070502002004","EN TRANSITO","0","4_70502","0",""
"4_305","19001025005004","19001025005004","EN TRANSITO","1","4_1025","0",""
"13_3705","19037051001013","19037051001013","EN TRANSITO","1","13_37051","0",""
"9_355","19000002031009","19000002031009","EN TRANSITO","0","9_2","0",""
"4_370","19070905006004","19070905006004","EN TRANSITO","0","4_70905","0",""
"5_412","19041211009005","19041211009005","EN TRANSITO","1","5_41211","0",""
"13_3705","19037049006013","19037049006013","EN TRANSITO","0","13_37049","0",""
"4_357","19010381002004","19010381002004","EN TRANSITO","0","4_10381","0",""
"13_3705","19037026003013","19037026003013","EN TRANSITO","1","13_37026","0",""
"4_305","19001027002004","19001027002004","EN TRANSITO","0","4_1027","0",""
"5_405","19040506010005","19040506010005","EN TRANSITO","0","5_40506","0",""
"4_370","19070501003004","19070501003004","EN TRANSITO","1","4_70501","0",""
"4_305","19001029004004","19001029004004","EN TRANSITO","0","4_1029","0",""
"4_357","19010211007004","19010211007004","EN TRANSITO","1","4_10211","0",""
"9_355","19000002098009","19000002098009","EN TRANSITO","1","9_2","0",""
"13_3705","19037044008013","19037044008013","EN TRANSITO","1","13_37044","0",""
"5_404","19040405002005","19040405002005","EN TRANSITO","0","5_40405","0",""
"5_404","19040407004005","19040407004005","EN TRANSITO","0","5_40407","0",""
"4_301","19010382006004","19010382006004","EN TRANSITO","0","4_10382","0",""
"13_3705","19037054002013","19037054002013","EN TRANSITO","0","13_37054","0",""
"5_5409","19540901011005","19540901011005","EN TRANSITO","1","5_540901","0",""
"5_404","19040423007005","19040423007005","EN TRANSITO","1","5_40423","0",""
"9_355","19000002085009","19000002085009","EN TRANSITO","0","9_2","0",""
"13_3705","19037043004013","19037043004013","EN TRANSITO","0","13_37043","0",""
"9_355","19000002049009","19000002049009","EN TRANSITO","0","9_2","0",""
"9_355","19000001063009","19000001063009","EN TRANSITO","0","9_1","0",""
"9_355","19000001069009","19000001069009","EN TRANSITO","0","9_1","0",""
"13_3705","19037041007013","19037041007013","EN TRANSITO","0","13_37041","0",""
"5_406","19040605003005","19040605003005","EN TRANSITO","1","5_40605","0",""
"13_3705","19037002003013","19037002003013","EN TRANSITO","1","13_37002","0",""
"4_301","19010452002004","19010452002004","EN TRANSITO","0","4_10452","0",""
"15_123","19123288002015","19123288002015","Peycar SN","0","15_123288","0",""
"15_123","19123219002015","19123219002015","La Granja Villa NS","1","15_123219","0",""
"4_305","19001034001004","19001034001004","EN TRANSITO","1","4_1034","0",""
"13_3705","19037047003013","19037047003013","EN TRANSITO","0","13_37047","0",""
"13_3705","19037053004013","19037053004013","EN TRANSITO","0","13_37053","0",""
"4_357","19005011009004","19005011009004","EN TRANSITO","1","4_5011","0",""
"5_405","19040507009005","19040507009005","EN TRANSITO","1","5_40507","0",""
"13_3705","19037023002013","19037023002013","EN TRANSITO","1","13_37023","0",""
"15_123","19123144002015","19123144002015","La Granja Villa NS","1","15_123144","0",""
"4_371","19071502039004","19071502039004","EN TRANSITO","1","4_71502","0",""
"5_405","19040504008005","19040504008005","EN TRANSITO","0","5_40504","0",""
"15_123","19123039002015","19123039002015","Peycar SN","0","15_123039","0",""
"4_370","19070505002004","19070505002004","EN TRANSITO","0","4_70505","0",""
"5_404","19040404004005","19040404004005","EN TRANSITO","0","5_40404","0",""
"13_3705","19037055001013","19037055001013","EN TRANSITO","0","13_37055","0",""
"9_355","19000001107009","19000001107009","EN TRANSITO","0","9_1","0",""
"5_404","19040401003005","19040401003005","EN TRANSITO","1","5_40401","0",""
"5_404","19040420006005","19040420006005","EN TRANSITO","0","5_40420","0",""
"5_5409","19540903009005","19540903009005","EN TRANSITO","1","5_540903","0",""
"13_3705","19037046005013","19037046005013","EN TRANSITO","1","13_37046","0",""
"5_405","19040502010005","19040502010005","EN TRANSITO","0","5_40502","0",""
"9_355","19000001015009","19000001015009","EN TRANSITO","0","9_1","0",""
"15_123","19123267002015","19123267002015","La Granja Villa NS","1","15_123267","0",""
"13_3705","19037005004013","19037005004013","EN TRANSITO","1","13_37005","0",""
"5_406","19040602002005","19040602002005","EN TRANSITO","0","5_40602","0",""
"13_3705","19037050003013","19037050003013","EN TRANSITO","0","13_37050","0",""
"4_371","19071901026004","19071901026004","EN TRANSITO","0","4_71901","0",""
"15_123","19123202002015","19123202002015","Peycar SN","0","15_123202","0",""
"15_123","19123103002015","19123103002015","La Granja Villa NS","1","15_123103","0",""
"4_370","19070901001004","19070901001004","EN TRANSITO","1","4_70901","0",""
"4_357","19010471006004","19010471006004","EN TRANSITO","0","4_10471","0",""
"15_123","19123179002015","19123179002015","La Granja Villa NS","1","15_123179","0",""
"9_355","19000002037009","19000002037009","EN TRANSITO","0","9_2","0",""
"13_3705","19037042005013","19037042005013","EN TRANSITO","1","13_37042","0",""
"5_404","19040426008005","19040426008005","EN TRANSITO","0","5_40426","0",""
"13_3705","19037021007013","19037021007013","EN TRANSITO","0","13_37021","0",""
"4_371","19071902007004","19071902007004","EN TRANSITO","1","4_71902","0",""
"13_3705","19037040003013","19037040003013","EN TRANSITO","1","13_37040","0",""
"5_412","19041209011005","19041209011005","EN TRANSITO","1","5_41209","0",""
"5_404","19040425002005","19040425002005","EN TRANSITO","0","5_40425","0",""
"13_3705","19037004006013","19037004006013","EN TRANSITO","0","13_37004","0",""
"13_3705","19037006003013","19037006003013","EN TRANSITO","1","13_37006","0",""
"4_370","19070503018004","19070503018004","EN TRANSITO","0","4_70503","0",""
"13_3705","19037008005013","19037008005013","EN TRANSITO","1","13_37008","0",""
"5_5409","19540904007005","19540904007005","EN TRANSITO","1","5_540904","0",""
"5_404","19040412001005","19040412001005","EN TRANSITO","1","5_40412","0",""
"4_371","19071901001004","19071901001004","EN TRANSITO","1","4_71901","0",""
"9_355","19000001020009","19000001020009","EN TRANSITO","1","9_1","0",""
"5_404","19040408003005","19040408003005","EN TRANSITO","1","5_40408","0",""
"4_370","19070502014004","19070502014004","EN TRANSITO","0","4_70502","0",""
"4_371","19071501005004","19071501005004","EN TRANSITO","1","4_71501","0",""
"5_405","19040508007005","19040508007005","EN TRANSITO","1","5_40508","0",""
"13_3705","19037001005013","19037001005013","EN TRANSITO","1","13_37001","0",""
"5_406","19040606001005","19040606001005","EN TRANSITO","1","5_40606","0",""
"4_371","19071501053004","19071501053004","EN TRANSITO","1","4_71501","0",""
"4_357","19010451004004","19010451004004","EN TRANSITO","0","4_10451","0",""
"5_406","19040606014005","19040606014005","EN TRANSITO","0","5_40606","0",""
"5_405","19040503009005","19040503009005","EN TRANSITO","1","5_40503","0",""
"5_405","19040501007005","19040501007005","EN TRANSITO","1","5_40501","0",""
"15_123","19123257002015","19123257002015","La Granja Villa NS","1","15_123257","0",""
"4_371","19071502014004","19071502014004","EN TRANSITO","0","4_71502","0",""
"4_357","19001022004004","19001022004004","EN TRANSITO","0","4_1022","0",""
"15_123","19123291002015","19123291002015","La Granja Villa NS","1","15_123291","0",""
"4_370","19070902005004","19070902005004","EN TRANSITO","1","4_70902","0",""
"5_404","19040409007005","19040409007005","EN TRANSITO","1","5_40409","0",""
"5_412","19041218002005","19041218002005","EN TRANSITO","0","5_41218","0",""
"5_404","19040422001005","19040422001005","EN TRANSITO","1","5_40422","0",""
"9_355","19000001033009","19000001033009","EN TRANSITO","0","9_1","0",""
"4_301","19005018002004","19005018002004","EN TRANSITO","0","4_5018","0",""
"9_355","19000002019009","19000002019009","EN TRANSITO","0","9_2","0",""
"5_412","19041204003005","19041204003005","EN TRANSITO","1","5_41204","0",""
"4_371","19071901039004","19071901039004","EN TRANSITO","1","4_71901","0",""
"4_370","19070903016004","19070903016004","EN TRANSITO","0","4_70903","0",""
"4_371","19071901044004","19071901044004","EN TRANSITO","0","4_71901","0",""
"4_305","19001051002004","19001051002004","EN TRANSITO","0","4_1051","0",""
"13_3705","19037018005013","19037018005013","EN TRANSITO","1","13_37018","0",""
"15_123","19123199002015","19123199002015","La Granja Villa NS","1","15_123199","0",""
"13_3705","19037045006013","19037045006013","EN TRANSITO","0","13_37045","0",""
"4_301","19001024001004","19001024001004","EN TRANSITO","1","4_1024","0",""
"4_357","19009012004004","19009012004004","EN TRANSITO","0","4_9012","0",""
"9_355","19000001099009","19000001099009","EN TRANSITO","0","9_1","0",""
"5_404","19040403005005","19040403005005","EN TRANSITO","1","5_40403","0",""
"13_3705","19037010001013","19037010001013","EN TRANSITO","1","13_37010","0",""
"4_371","19071502009004","19071502009004","EN TRANSITO","1","4_71502","0",""
"15_123","19123189002015","19123189002015","La Granja Villa NS","1","15_123189","0",""
"4_305","19001030009004","19001030009004","EN TRANSITO","1","4_1030","0",""
"13_3705","19037027001013","19037027001013","EN TRANSITO","0","13_37027","0",""
"5_406","19040606009005","19040606009005","EN TRANSITO","1","5_40606","0",""
"4_357","19010441004004","19010441004004","EN TRANSITO","0","4_10441","0",""
"15_123","19123172002015","19123172002015","Peycar SN","0","15_123172","0",""
"5_406","19040603013005","19040603013005","EN TRANSITO","1","5_40603","0",""
"5_412","19041216005005","19041216005005","EN TRANSITO","1","5_41216","0",""
"4_305","19050172003004","19050172003004","EN TRANSITO","1","4_50172","0",""
"4_305","19005006005004","19005006005004","EN TRANSITO","1","4_5006","0",""
"5_406","19040603008005","19040603008005","EN TRANSITO","0","5_40603","0",""
"5_404","19040406006005","19040406006005","EN TRANSITO","0","5_40406","0",""
"13_3705","19037024008013","19037024008013","EN TRANSITO","0","13_37024","0",""
"15_123","19123212002015","19123212002015","Peycar SN","0","15_123212","0",""
"13_3705","19037048007013","19037048007013","EN TRANSITO","1","13_37048","0",""
"4_301","19005012008004","19005012008004","EN TRANSITO","0","4_5012","0",""
"4_370","19070904002004","19070904002004","EN TRANSITO","0","4_70904","0",""
"5_404","19040415002005","19040415002005","EN TRANSITO","0","5_40415","0",""
"4_305","19001042006004","19001042006004","EN TRANSITO","0","4_1042","0",""
"13_3705","19037003002013","19037003002013","EN TRANSITO","0","13_37003","0",""
"5_412","19041201002005","19041201002005","EN TRANSITO","0","5_41201","0",""
"13_3705","19037004007013","19037004007013","EN TRANSITO","1","13_37004","0",""
"4_357","19010261002004","19010261002004","EN TRANSITO","0","4_10261","0",""
"5_405","19040505005005","19040505005005","EN TRANSITO","1","5_40505","0",""
"5_404","19040409008005","19040409008005","EN TRANSITO","0","5_40409","0",""
"4_301","19001040002004","19001040002004","EN TRANSITO","0","4_1040","0",""
"13_3705","19037019003013","19037019003013","EN TRANSITO","0","13_37019","0",""
"5_412","19041214002005","19041214002005","EN TRANSITO","0","5_41214","0",""
"5_404","19040416001005","19040416001005","EN TRANSITO","1","5_40416","0",""
"15_123","19123229002015","19123229002015","La Granja Villa NS","1","15_123229","0",""
"5_405","19040501001005","19040501001005","EN TRANSITO","1","5_40501","0",""
"15_123","19123277002015","19123277002015","La Granja Villa NS","1","15_123277","0",""
"9_355","19000001021009","19000001021009","EN TRANSITO","0","9_1","0",""
"5_406","19040606013005","19040606013005","EN TRANSITO","1","5_40606","0",""
"5_404","19040412007005","19040412007005","EN TRANSITO","1","5_40412","0",""
"4_305","19001062001004","19001062001004","EN TRANSITO","1","4_1062","0",""
"15_123","19123161002015","19123161002015","La Granja Villa NS","1","15_123161","0",""
"13_3705","19037030003013","19037030003013","EN TRANSITO","0","13_37030","0",""
"4_371","19071901045004","19071901045004","EN TRANSITO","1","4_71901","0",""
"4_370","19070502009004","19070502009004","EN TRANSITO","1","4_70502","0",""
"4_301","19010431009004","19010431009004","EN TRANSITO","0","4_10431","0",""
"4_305","19001032006004","19001032006004","EN TRANSITO","0","4_1032","0",""
"4_301","19010432002004","19010432002004","EN TRANSITO","0","4_10432","0",""
"5_406","19040605010005","19040605010005","EN TRANSITO","0","5_40605","0",""
"5_412","19041207004005","19041207004005","EN TRANSITO","0","5_41207","0",""
"5_405","19040504002005","19040504002005","EN TRANSITO","0","5_40504","0",""
"4_371","19071501023004","19071501023004","EN TRANSITO","1","4_71501","0",""
"9_355","19000001092009","19000001092009","EN TRANSITO","1","9_1","0",""
"4_305","19001014001004","19001014001004","EN TRANSITO","1","4_1014","0",""
"13_3705","19037001006013","19037001006013","EN TRANSITO","0","13_37001","0",""
"15_123","19123222002015","19123222002015","Peycar SN","0","15_123222","0",""
"4_371","19071901013004","19071901013004","EN TRANSITO","1","4_71901","0",""
"5_404","19040415008005","19040415008005","EN TRANSITO","0","5_40415","0",""
"4_305","19001030008004","19001030008004","EN TRANSITO","0","4_1030","0",""
"5_404","19040411004005","19040411004005","EN TRANSITO","0","5_40411","0",""
"13_3705","19037009004013","19037009004013","EN TRANSITO","1","13_37009","0",""
"4_370","19070503011004","19070503011004","EN TRANSITO","1","4_70503","0",""
"5_412","19041208002005","19041208002005","EN TRANSITO","0","5_41208","0",""
"15_123","19123131002015","19123131002015","Peycar SN","0","15_123131","0",""
"4_371","19071902025004","19071902025004","EN TRANSITO","1","4_71902","0",""
"5_404","19040406007005","19040406007005","EN TRANSITO","1","5_40406","0",""
"13_3705","19037028007013","19037028007013","EN TRANSITO","1","13_37028","0",""
"9_355","19000001058009","19000001058009","EN TRANSITO","1","9_1","0",""
"4_357","19001086001004","19001086001004","EN TRANSITO","1","4_1086","0",""
"9_355","19000001044009","19000001044009","EN TRANSITO","1","9_1","0",""
"15_123","19123271002015","19123271002015","La Granja Villa NS","1","15_123271","0",""
"9_355","19000001008009","19000001008009","EN TRANSITO","1","9_1","0",""
"4_371","19071502044004","19071502044004","EN TRANSITO","0","4_71502","0",""
"4_371","19071502021004","19071502021004","EN TRANSITO","1","4_71502","0",""
"4_371","19071902013004","19071902013004","EN TRANSITO","1","4_71902","0",""
"5_406","19040601011005","19040601011005","EN TRANSITO","1","5_40601","0",""
"13_3705","19037038001013","19037038001013","EN TRANSITO","1","13_37038","0",""
"4_301","19001015004004","19001015004004","EN TRANSITO","0","4_1015","0",""
"13_3705","19037013008013","19037013008013","EN TRANSITO","1","13_37013","0",""
"4_370","19070903010004","19070903010004","EN TRANSITO","0","4_70903","0",""
"4_371","19071902048004","19071902048004","EN TRANSITO","0","4_71902","0",""
"5_404","19040414005005","19040414005005","EN TRANSITO","1","5_40414","0",""
"4_371","19071501046004","19071501046004","EN TRANSITO","0","4_71501","0",""
"13_3705","19037020001013","19037020001013","EN TRANSITO","1","13_37020","0",""
"15_123","19123130002015","19123130002015","La Granja Villa NS","1","15_123130","0",""
"15_123","19123100002015","19123100002015","Peycar SN","0","15_123100","0",""
"15_123","19123094002015","19123094002015","Peycar SN","0","15_123094","0",""
"4_301","19005001008004","19005001008004","EN TRANSITO","0","4_5001","0",""
"5_406","19040603012005","19040603012005","EN TRANSITO","0","5_40603","0",""
"9_355","19000002006009","19000002006009","EN TRANSITO","1","9_2","0",""
"5_404","19040403006005","19040403006005","EN TRANSITO","0","5_40403","0",""
"4_370","19070904001004","19070904001004","EN TRANSITO","1","4_70904","0",""
"4_301","19005001001004","19005001001004","EN TRANSITO","1","4_5001","0",""
"13_3705","19037035007013","19037035007013","EN TRANSITO","1","13_37035","0",""
"4_301","19001023002004","19001023002004","EN TRANSITO","0","4_1023","0",""
"15_123","19123004002015","19123004002015","Peycar SN","0","15_123004","0",""
"13_3705","19037036003013","19037036003013","EN TRANSITO","0","13_37036","0",""
"5_412","19041205001005","19041205001005","EN TRANSITO","1","5_41205","0",""
"13_3705","19037025006013","19037025006013","EN TRANSITO","1","13_37025","0",""
"9_355","19000002097009","19000002097009","EN TRANSITO","0","9_2","0",""
"4_371","19071502008004","19071502008004","EN TRANSITO","0","4_71502","0",""
"5_412","19041215002005","19041215002005","EN TRANSITO","0","5_41215","0",""
"9_355","19000002012009","19000002012009","EN TRANSITO","1","9_2","0",""
